Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
2610000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2610000,251,false,Rx,0,8,80,68,245,0,0,0,0,137
2610000,260,false,Rx,0,8,80,121,45,0,0,0,0,246
2620000,018,false,Rx,0,8,69,121,2,0,0,0,0,192
2620000,02C,false,Rx,0,8,96,131,175,0,0,0,0,146
2620000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2620000,0A6,false,Rx,0,8,7,31,7,31,7,31,7,31
2620000,251,false,Rx,0,8,96,68,160,0,0,0,0,68
2620000,260,false,Rx,0,8,96,122,113,0,0,0,0,75
2620000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2620000,544,false,Rx,0,8,48,0,0,0,0,0,0,0
2630000,018,false,Rx,0,8,69,126,0,0,0,0,0,195
2630000,02C,false,Rx,0,8,112,133,43,0,0,0,0,32
2630000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2630000,251,false,Rx,0,8,112,68,90,0,0,0,0,14
2630000,260,false,Rx,0,8,112,124,181,0,0,0,0,161
2640000,018,false,Rx,0,8,69,130,1,0,0,0,0,200
2640000,02C,false,Rx,0,8,128,135,88,0,0,0,0,95
2640000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2640000,0A6,false,Rx,0,8,7,15,7,15,7,15,7,15
2640000,251,false,Rx,0,8,128,68,203,0,0,0,0,143
2640000,260,false,Rx,0,8,128,126,114,0,0,0,0,112
2640000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2640000,544,false,Rx,0,8,64,0,0,0,0,0,0,0
2650000,018,false,Rx,0,8,69,135,2,0,0,0,0,206
2650000,02C,false,Rx,0,8,144,137,20,0,0,0,0,45
2650000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2650000,251,false,Rx,0,8,144,68,163,0,0,0,0,119
2650000,260,false,Rx,0,8,144,128,157,0,0,0,0,173
2660000,018,false,Rx,0,8,69,139,2,0,0,0,0,210
2660000,02C,false,Rx,0,8,160,139,126,0,0,0,0,169
2660000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2660000,0A6,false,Rx,0,8,7,0,7,0,7,0,7,0
2660000,251,false,Rx,0,8,160,68,149,0,0,0,0,121
2660000,260,false,Rx,0,8,160,130,215,0,0,0,0,249
2660000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2660000,544,false,Rx,0,8,80,0,0,0,0,0,0,0
2670000,018,false,Rx,0,8,69,144,1,0,0,0,0,214
2670000,02C,false,Rx,0,8,176,141,224,0,0,0,0,29
2670000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2670000,251,false,Rx,0,8,176,68,251,0,0,0,0,239
2670000,260,false,Rx,0,8,176,132,169,0,0,0,0,221
2680000,018,false,Rx,0,8,69,149,3,0,0,0,0,221
2680000,02C,false,Rx,0,8,192,143,224,0,0,0,0,47
2680000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2680000,0A6,false,Rx,0,8,6,240,6,240,6,240,6,240
2680000,251,false,Rx,0,8,192,68,124,0,0,0,0,128
2680000,260,false,Rx,0,8,192,134,190,0,0,0,0,4
2680000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2680000,544,false,Rx,0,8,96,0,0,0,0,0,0,0
2690000,018,false,Rx,0,8,69,154,2,0,0,0,0,225
2690000,02C,false,Rx,0,8,208,144,81,0,0,0,0,177
2690000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2690000,251,false,Rx,0,8,208,69,166,0,0,0,0,187
2690000,260,false,Rx,0,8,208,136,133,0,0,0,0,221
2700000,018,false,Rx,0,8,69,159,0,0,0,0,0,228
2700000,02C,false,Rx,0,8,224,146,186,0,0,0,0,44
2700000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2700000,0A6,false,Rx,0,8,6,224,6,224,6,224,6,224
2700000,251,false,Rx,0,8,224,69,192,0,0,0,0,229
2700000,260,false,Rx,0,8,224,137,150,0,0,0,0,255
2700000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2700000,544,false,Rx,0,8,112,0,0,0,0,0,0,0
2700000,4F1,false,Rx,0,8,176,0,0,0,0,0,0,176
2710000,018,false,Rx,0,8,69,164,2,0,0,0,0,235
2710000,02C,false,Rx,0,8,240,148,190,0,0,0,0,66
2710000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2710000,251,false,Rx,0,8,240,70,143,0,0,0,0,197
2710000,260,false,Rx,0,8,240,139,237,0,0,0,0,104
2720000,018,false,Rx,0,8,69,169,0,0,0,0,0,238
2720000,02C,false,Rx,0,8,0,150,144,0,0,0,0,38
2720000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2720000,0A6,false,Rx,0,8,6,209,6,209,6,209,6,209
2720000,251,false,Rx,0,8,0,70,201,0,0,0,0,15
2720000,260,false,Rx,0,8,0,141,60,0,0,0,0,201
2720000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2720000,544,false,Rx,0,8,128,0,0,0,0,0,0,0
2730000,018,false,Rx,0,8,69,175,1,0,0,0,0,245
2730000,02C,false,Rx,0,8,16,151,198,0,0,0,0,109
2730000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2730000,251,false,Rx,0,8,16,71,186,0,0,0,0,17
2730000,260,false,Rx,0,8,16,143,240,0,0,0,0,143
2740000,018,false,Rx,0,8,69,180,2,0,0,0,0,251
2740000,02C,false,Rx,0,8,32,153,209,0,0,0,0,138
2740000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2740000,0A6,false,Rx,0,8,6,193,6,193,6,193,6,193
2740000,251,false,Rx,0,8,32,71,58,0,0,0,0,161
2740000,260,false,Rx,0,8,32,145,27,0,0,0,0,204
2740000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2740000,544,false,Rx,0,8,144,0,0,0,0,0,0,0
2750000,018,false,Rx,0,8,69,186,0,0,0,0,0,255
2750000,02C,false,Rx,0,8,48,155,173,0,0,0,0,120
2750000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2750000,251,false,Rx,0,8,48,72,102,0,0,0,0,222
2750000,260,false,Rx,0,8,48,147,36,0,0,0,0,231
2760000,018,false,Rx,0,8,69,191,0,0,0,0,0,4
2760000,02C,false,Rx,0,8,64,156,26,0,0,0,0,246
2760000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2760000,0A6,false,Rx,0,8,6,178,6,178,6,178,6,178
2760000,251,false,Rx,0,8,64,73,92,0,0,0,0,229
2760000,260,false,Rx,0,8,64,148,241,0,0,0,0,197
2760000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2760000,544,false,Rx,0,8,160,0,0,0,0,0,0,0
2770000,018,false,Rx,0,8,69,197,1,0,0,0,0,11
2770000,02C,false,Rx,0,8,80,158,171,0,0,0,0,153
2770000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2770000,251,false,Rx,0,8,80,74,13,0,0,0,0,167
2770000,260,false,Rx,0,8,80,150,99,0,0,0,0,73
2780000,018,false,Rx,0,8,69,202,2,0,0,0,0,17
2780000,02C,false,Rx,0,8,96,160,33,0,0,0,0,33
2780000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2780000,0A6,false,Rx,0,8,6,163,6,163,6,163,6,163
2780000,251,false,Rx,0,8,96,75,236,0,0,0,0,151
2780000,260,false,Rx,0,8,96,152,61,0,0,0,0,53
2780000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2780000,544,false,Rx,0,8,176,0,0,0,0,0,0,0
2790000,018,false,Rx,0,8,69,208,2,0,0,0,0,23
2790000,02C,false,Rx,0,8,112,161,168,0,0,0,0,185
2790000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2790000,251,false,Rx,0,8,112,75,107,0,0,0,0,38
2790000,260,false,Rx,0,8,112,154,195,0,0,0,0,205
2800000,018,false,Rx,0,8,69,213,1,0,0,0,0,27
2800000,02C,false,Rx,0,8,128,163,48,0,0,0,0,83
2800000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2800000,0A6,false,Rx,0,8,6,148,6,148,6,148,6,148
2800000,251,false,Rx,0,8,128,76,224,0,0,0,0,172
2800000,260,false,Rx,0,8,128,155,152,0,0,0,0,179
2800000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2800000,544,false,Rx,0,8,192,0,0,0,0,0,0,0
2800000,4F1,false,Rx,0,8,192,0,0,0,0,0,0,192
2810000,018,false,Rx,0,8,69,219,2,0,0,0,0,34
2810000,02C,false,Rx,0,8,144,164,197,0,0,0,0,249
2810000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2810000,251,false,Rx,0,8,144,77,149,0,0,0,0,114
2810000,260,false,Rx,0,8,144,157,211,0,0,0,0,0
2820000,018,false,Rx,0,8,69,225,1,0,0,0,0,39
2820000,02C,false,Rx,0,8,160,166,145,0,0,0,0,215
2820000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2820000,0A6,false,Rx,0,8,6,133,6,133,6,133,6,133
2820000,251,false,Rx,0,8,160,78,35,0,0,0,0,17
2820000,260,false,Rx,0,8,160,159,27,0,0,0,0,90
2820000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2820000,544,false,Rx,0,8,208,0,0,0,0,0,0,0
2830000,018,false,Rx,0,8,69,231,2,0,0,0,0,46
2830000,02C,false,Rx,0,8,176,167,129,0,0,0,0,216
2830000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2830000,251,false,Rx,0,8,176,80,209,0,0,0,0,209
2830000,260,false,Rx,0,8,176,160,77,0,0,0,0,157
2840000,018,false,Rx,0,8,69,237,3,0,0,0,0,53
2840000,02C,false,Rx,0,8,192,169,76,0,0,0,0,181
2840000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2840000,0A6,false,Rx,0,8,6,118,6,118,6,118,6,118
2840000,251,false,Rx,0,8,192,81,255,0,0,0,0,16
2840000,260,false,Rx,0,8,192,162,70,0,0,0,0,168
2840000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2840000,544,false,Rx,0,8,224,0,0,0,0,0,0,0
2850000,018,false,Rx,0,8,69,243,2,0,0,0,0,58
2850000,02C,false,Rx,0,8,208,170,170,0,0,0,0,36
2850000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2850000,251,false,Rx,0,8,208,82,71,0,0,0,0,105
2850000,260,false,Rx,0,8,208,163,102,0,0,0,0,217
2860000,018,false,Rx,0,8,69,249,0,0,0,0,0,62
2860000,02C,false,Rx,0,8,224,171,41,0,0,0,0,180
2860000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2860000,0A6,false,Rx,0,8,6,104,6,104,6,104,6,104
2860000,251,false,Rx,0,8,224,83,155,0,0,0,0,206
2860000,260,false,Rx,0,8,224,165,175,0,0,0,0,52
2860000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2860000,544,false,Rx,0,8,240,0,0,0,0,0,0,0
2870000,018,false,Rx,0,8,69,255,0,0,0,0,0,68
2870000,02C,false,Rx,0,8,240,173,72,0,0,0,0,229
2870000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2870000,251,false,Rx,0,8,240,85,123,0,0,0,0,192
2870000,260,false,Rx,0,8,240,166,209,0,0,0,0,103
2880000,018,false,Rx,0,8,70,5,3,0,0,0,0,78
2880000,02C,false,Rx,0,8,0,174,179,0,0,0,0,97
2880000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2880000,0A6,false,Rx,0,8,6,89,6,89,6,89,6,89
2880000,251,false,Rx,0,8,0,86,129,0,0,0,0,215
2880000,260,false,Rx,0,8,0,168,234,0,0,0,0,146
2880000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2880000,544,false,Rx,0,8,0,0,0,0,0,0,0,0
2890000,018,false,Rx,0,8,70,11,2,0,0,0,0,83
2890000,02C,false,Rx,0,8,16,175,158,0,0,0,0,93
2890000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2890000,251,false,Rx,0,8,16,87,78,0,0,0,0,181
2890000,260,false,Rx,0,8,16,169,73,0,0,0,0,2
2900000,018,false,Rx,0,8,70,17,0,0,0,0,0,87
2900000,02C,false,Rx,0,8,32,176,200,0,0,0,0,152
2900000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2900000,0A6,false,Rx,0,8,6,75,6,75,6,75,6,75
2900000,251,false,Rx,0,8,32,89,216,0,0,0,0,81
2900000,260,false,Rx,0,8,32,170,161,0,0,0,0,107
2900000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2900000,544,false,Rx,0,8,16,0,0,0,0,0,0,0
2900000,4F1,false,Rx,0,8,208,0,0,0,0,0,0,208
2910000,018,false,Rx,0,8,70,23,0,0,0,0,0,93
2910000,02C,false,Rx,0,8,48,177,66,0,0,0,0,35
2910000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2910000,251,false,Rx,0,8,48,90,193,0,0,0,0,75
2910000,260,false,Rx,0,8,48,172,92,0,0,0,0,56
2920000,018,false,Rx,0,8,70,29,2,0,0,0,0,101
2920000,02C,false,Rx,0,8,64,178,43,0,0,0,0,29
2920000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2920000,0A6,false,Rx,0,8,6,61,6,61,6,61,6,61
2920000,251,false,Rx,0,8,64,92,37,0,0,0,0,193
2920000,260,false,Rx,0,8,64,173,41,0,0,0,0,22
2920000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2920000,544,false,Rx,0,8,32,0,0,0,0,0,0,0
2930000,018,false,Rx,0,8,70,36,1,0,0,0,0,107
2930000,02C,false,Rx,0,8,80,179,158,0,0,0,0,161
2930000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2930000,251,false,Rx,0,8,80,93,229,0,0,0,0,146
2930000,260,false,Rx,0,8,80,174,249,0,0,0,0,247
2940000,018,false,Rx,0,8,70,42,2,0,0,0,0,114
2940000,02C,false,Rx,0,8,96,180,192,0,0,0,0,212
2940000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2940000,0A6,false,Rx,0,8,6,47,6,47,6,47,6,47
2940000,251,false,Rx,0,8,96,95,245,0,0,0,0,180
2940000,260,false,Rx,0,8,96,175,170,0,0,0,0,185
2940000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2940000,544,false,Rx,0,8,48,0,0,0,0,0,0,0
2950000,018,false,Rx,0,8,70,48,1,0,0,0,0,119
2950000,02C,false,Rx,0,8,112,181,168,0,0,0,0,205
2950000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2950000,251,false,Rx,0,8,112,96,205,0,0,0,0,157
2950000,260,false,Rx,0,8,112,176,90,0,0,0,0,122
2960000,018,false,Rx,0,8,70,54,3,0,0,0,0,127
2960000,02C,false,Rx,0,8,128,182,65,0,0,0,0,119
2960000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2960000,0A6,false,Rx,0,8,6,34,6,34,6,34,6,34
2960000,251,false,Rx,0,8,128,98,214,0,0,0,0,184
2960000,260,false,Rx,0,8,128,177,160,0,0,0,0,209
2960000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2960000,544,false,Rx,0,8,64,0,0,0,0,0,0,0
2970000,018,false,Rx,0,8,70,61,3,0,0,0,0,134
2970000,02C,false,Rx,0,8,144,183,47,0,0,0,0,118
2970000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2970000,251,false,Rx,0,8,144,100,18,0,0,0,0,6
2970000,260,false,Rx,0,8,144,178,29,0,0,0,0,95
2980000,018,false,Rx,0,8,70,67,0,0,0,0,0,137
2980000,02C,false,Rx,0,8,160,183,216,0,0,0,0,47
2980000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2980000,0A6,false,Rx,0,8,6,20,6,20,6,20,6,20
2980000,251,false,Rx,0,8,160,101,184,0,0,0,0,189
2980000,260,false,Rx,0,8,160,179,2,0,0,0,0,85
2980000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
2980000,544,false,Rx,0,8,80,0,0,0,0,0,0,0
2990000,018,false,Rx,0,8,70,73,0,0,0,0,0,143
2990000,02C,false,Rx,0,8,176,184,185,0,0,0,0,33
2990000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
2990000,251,false,Rx,0,8,176,103,43,0,0,0,0,66
2990000,260,false,Rx,0,8,176,180,231,0,0,0,0,75
3000000,018,false,Rx,0,8,70,80,0,0,0,0,0,150
3000000,02C,false,Rx,0,8,192,185,9,0,0,0,0,130
3000000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3000000,0A6,false,Rx,0,8,6,7,6,7,6,7,6,7
3000000,251,false,Rx,0,8,192,105,55,0,0,0,0,96
3000000,260,false,Rx,0,8,192,181,140,0,0,0,0,1
3000000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3000000,544,false,Rx,0,8,96,0,0,0,0,0,0,0
3000000,593,false,Rx,0,8,178,180,179,181,0,0,0,0
3000000,4F1,false,Rx,0,8,224,0,0,0,0,0,0,224
3010000,018,false,Rx,0,8,70,86,1,0,0,0,0,157
3010000,02C,false,Rx,0,8,208,185,185,0,0,0,0,66
3010000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3010000,251,false,Rx,0,8,208,106,127,0,0,0,0,185
3010000,260,false,Rx,0,8,208,182,107,0,0,0,0,241
3020000,018,false,Rx,0,8,70,92,0,0,0,0,0,162
3020000,02C,false,Rx,0,8,224,186,158,0,0,0,0,56
3020000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3020000,0A6,false,Rx,0,8,5,250,5,250,5,250,5,250
3020000,251,false,Rx,0,8,224,108,181,0,0,0,0,1
3020000,260,false,Rx,0,8,224,183,86,0,0,0,0,237
3020000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3020000,544,false,Rx,0,8,112,0,0,0,0,0,0,0
3030000,018,false,Rx,0,8,70,98,2,0,0,0,0,170
3030000,02C,false,Rx,0,8,240,186,92,0,0,0,0,6
3030000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3030000,251,false,Rx,0,8,240,110,85,0,0,0,0,179
3030000,260,false,Rx,0,8,240,184,81,0,0,0,0,249
3040000,018,false,Rx,0,8,70,105,1,0,0,0,0,176
3040000,02C,false,Rx,0,8,0,186,109,0,0,0,0,39
3040000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3040000,0A6,false,Rx,0,8,5,238,5,238,5,238,5,238
3040000,251,false,Rx,0,8,0,112,22,0,0,0,0,134
3040000,260,false,Rx,0,8,0,184,250,0,0,0,0,178
3040000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3040000,544,false,Rx,0,8,128,0,0,0,0,0,0,0
3050000,018,false,Rx,0,8,70,111,3,0,0,0,0,184
3050000,02C,false,Rx,0,8,16,187,174,0,0,0,0,121
3050000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3050000,251,false,Rx,0,8,16,114,204,0,0,0,0,78
3050000,260,false,Rx,0,8,16,185,45,0,0,0,0,246
3060000,018,false,Rx,0,8,70,117,1,0,0,0,0,188
3060000,02C,false,Rx,0,8,32,187,248,0,0,0,0,211
3060000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3060000,0A6,false,Rx,0,8,5,225,5,225,5,225,5,225
3060000,251,false,Rx,0,8,32,115,169,0,0,0,0,60
3060000,260,false,Rx,0,8,32,185,66,0,0,0,0,27
3060000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3060000,544,false,Rx,0,8,144,0,0,0,0,0,0,0
3070000,018,false,Rx,0,8,70,123,0,0,0,0,0,193
3070000,02C,false,Rx,0,8,48,187,98,0,0,0,0,77
3070000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3070000,251,false,Rx,0,8,48,117,220,0,0,0,0,129
3070000,260,false,Rx,0,8,48,186,222,0,0,0,0,200
3080000,018,false,Rx,0,8,70,130,2,0,0,0,0,202
3080000,02C,false,Rx,0,8,64,187,115,0,0,0,0,110
3080000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3080000,0A6,false,Rx,0,8,5,213,5,213,5,213,5,213
3080000,251,false,Rx,0,8,64,119,54,0,0,0,0,237
3080000,260,false,Rx,0,8,64,186,219,0,0,0,0,213
3080000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3080000,544,false,Rx,0,8,160,0,0,0,0,0,0,0
3090000,018,false,Rx,0,8,70,136,2,0,0,0,0,208
3090000,02C,false,Rx,0,8,80,187,70,0,0,0,0,81
3090000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3090000,251,false,Rx,0,8,80,121,5,0,0,0,0,206
3090000,260,false,Rx,0,8,80,187,206,0,0,0,0,217
3100000,018,false,Rx,0,8,70,142,0,0,0,0,0,212
3100000,02C,false,Rx,0,8,96,187,79,0,0,0,0,106
3100000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3100000,0A6,false,Rx,0,8,5,201,5,201,5,201,5,201
3100000,251,false,Rx,0,8,96,123,50,0,0,0,0,13
3100000,260,false,Rx,0,8,96,187,219,0,0,0,0,246
3100000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3100000,544,false,Rx,0,8,176,0,0,0,0,0,0,0
3100000,4F1,false,Rx,0,8,240,0,0,0,0,0,0,240
3110000,018,false,Rx,0,8,70,148,2,0,0,0,0,220
3110000,02C,false,Rx,0,8,112,187,39,0,0,0,0,82
3110000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3110000,251,false,Rx,0,8,112,125,132,0,0,0,0,113
3110000,260,false,Rx,0,8,112,187,244,0,0,0,0,31
3120000,018,false,Rx,0,8,70,154,1,0,0,0,0,225
3120000,02C,false,Rx,0,8,128,187,151,0,0,0,0,210
3120000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3120000,0A6,false,Rx,0,8,5,190,5,190,5,190,5,190
3120000,251,false,Rx,0,8,128,127,113,0,0,0,0,112
3120000,260,false,Rx,0,8,128,187,196,0,0,0,0,255
3120000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3120000,544,false,Rx,0,8,192,0,0,0,0,0,0,0
3130000,018,false,Rx,0,8,70,160,1,0,0,0,0,231
3130000,02C,false,Rx,0,8,144,187,51,0,0,0,0,126
3130000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3130000,251,false,Rx,0,8,144,129,113,0,0,0,0,130
3130000,260,false,Rx,0,8,144,187,2,0,0,0,0,77
3140000,018,false,Rx,0,8,70,166,0,0,0,0,0,236
3140000,02C,false,Rx,0,8,160,187,19,0,0,0,0,110
3140000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3140000,0A6,false,Rx,0,8,5,179,5,179,5,179,5,179
3140000,251,false,Rx,0,8,160,130,228,0,0,0,0,6
3140000,260,false,Rx,0,8,160,187,19,0,0,0,0,110
3140000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3140000,544,false,Rx,0,8,208,0,0,0,0,0,0,0
3150000,018,false,Rx,0,8,70,172,2,0,0,0,0,244
3150000,02C,false,Rx,0,8,176,187,172,0,0,0,0,23
3150000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3150000,251,false,Rx,0,8,176,132,191,0,0,0,0,243
3150000,260,false,Rx,0,8,176,187,102,0,0,0,0,209
3160000,018,false,Rx,0,8,70,178,3,0,0,0,0,251
3160000,02C,false,Rx,0,8,192,186,67,0,0,0,0,189
3160000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3160000,0A6,false,Rx,0,8,5,167,5,167,5,167,5,167
3160000,251,false,Rx,0,8,192,134,200,0,0,0,0,14
3160000,260,false,Rx,0,8,192,187,191,0,0,0,0,58
3160000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3160000,544,false,Rx,0,8,224,0,0,0,0,0,0,0
3170000,018,false,Rx,0,8,70,184,1,0,0,0,0,255
3170000,02C,false,Rx,0,8,208,186,192,0,0,0,0,74
3170000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3170000,251,false,Rx,0,8,208,136,237,0,0,0,0,69
3170000,260,false,Rx,0,8,208,187,7,0,0,0,0,146
3180000,018,false,Rx,0,8,70,190,1,0,0,0,0,5
3180000,02C,false,Rx,0,8,224,186,78,0,0,0,0,232
3180000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3180000,0A6,false,Rx,0,8,5,157,5,157,5,157,5,157
3180000,251,false,Rx,0,8,224,138,77,0,0,0,0,183
3180000,260,false,Rx,0,8,224,187,164,0,0,0,0,63
3180000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3180000,544,false,Rx,0,8,240,0,0,0,0,0,0,0
3190000,018,false,Rx,0,8,70,196,1,0,0,0,0,11
3190000,02C,false,Rx,0,8,240,185,83,0,0,0,0,252
3190000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3190000,251,false,Rx,0,8,240,140,176,0,0,0,0,44
3190000,260,false,Rx,0,8,240,187,97,0,0,0,0,12
3200000,018,false,Rx,0,8,70,202,1,0,0,0,0,17
3200000,02C,false,Rx,0,8,0,185,92,0,0,0,0,21
3200000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3200000,0A6,false,Rx,0,8,5,146,5,146,5,146,5,146
3200000,251,false,Rx,0,8,0,142,12,0,0,0,0,154
3200000,260,false,Rx,0,8,0,187,9,0,0,0,0,196
3200000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3200000,544,false,Rx,0,8,0,0,0,0,0,0,0,0
3200000,4F1,false,Rx,0,8,0,0,0,0,0,0,0,0
3210000,018,false,Rx,0,8,70,207,3,0,0,0,0,24
3210000,02C,false,Rx,0,8,16,184,84,0,0,0,0,28
3210000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3210000,251,false,Rx,0,8,16,143,247,0,0,0,0,150
3210000,260,false,Rx,0,8,16,186,2,0,0,0,0,204
3220000,018,false,Rx,0,8,70,213,0,0,0,0,0,27
3220000,02C,false,Rx,0,8,32,183,224,0,0,0,0,183
3220000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3220000,0A6,false,Rx,0,8,5,136,5,136,5,136,5,136
3220000,251,false,Rx,0,8,32,145,53,0,0,0,0,230
3220000,260,false,Rx,0,8,32,186,127,0,0,0,0,89
3220000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3220000,544,false,Rx,0,8,16,0,0,0,0,0,0,0
3230000,018,false,Rx,0,8,70,218,1,0,0,0,0,33
3230000,02C,false,Rx,0,8,48,183,22,0,0,0,0,253
3230000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3230000,251,false,Rx,0,8,48,147,151,0,0,0,0,90
3230000,260,false,Rx,0,8,48,185,115,0,0,0,0,92
3240000,018,false,Rx,0,8,70,224,2,0,0,0,0,40
3240000,02C,false,Rx,0,8,64,182,210,0,0,0,0,200
3240000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3240000,0A6,false,Rx,0,8,5,126,5,126,5,126,5,126
3240000,251,false,Rx,0,8,64,149,212,0,0,0,0,169
3240000,260,false,Rx,0,8,64,185,176,0,0,0,0,169
3240000,316,false,Rx,0,8,64,1,0,0,0,0,0,65
3240000,544,false,Rx,0,8,32,0,0,0,0,0,0,0
3250000,018,false,Rx,0,8,70,230,3,0,0,0,0,47
3250000,02C,false,Rx,0,8,80,181,186,0,0,0,0,191
3250000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3250000,251,false,Rx,0,8,80,151,43,0,0,0,0,18
3250000,260,false,Rx,0,8,80,184,159,0,0,0,0,167
3260000,018,false,Rx,0,8,70,235,1,0,0,0,0,50
3260000,02C,false,Rx,0,8,96,180,121,0,0,0,0,141
3260000,050,false,Rx,0,8,64,1,0,0,0,0,0,65
3260000,0A6,false,Rx,0,8,5,117,5,117,5,117,5,117
3260000,251,false,Rx,0,8,96,152,59,0,0,0,0,51
